,anchor_image,anchor_label,pos_image,pos_label,neg_image,neg_label
0,dataset/images/trashbin_5945.jpg,2.0,dataset/images/trashbin_9423.jpg,2.0,dataset/images/trashbin_9171.jpg,1.0
1,dataset/images/trashbin_4171.jpg,1.0,dataset/images/trashbin_10153.jpg,1.0,dataset/images/trashbin_9364.jpg,2.0
2,dataset/images/trashbin_1999.jpg,1.0,dataset/images/trashbin_4188.jpg,1.0,dataset/images/trashbin_9741.jpg,0.0
3,dataset/images/trashbin_4656.jpg,2.0,dataset/images/trashbin_985.jpg,2.0,dataset/images/trashbin_5436.jpg,1.0
4,dataset/images/trashbin_11533.jpg,1.0,dataset/images/trashbin_492.jpg,1.0,dataset/images/trashbin_8729.jpg,0.0
5,dataset/images/trashbin_5092.jpg,0.0,dataset/images/trashbin_12262.jpg,0.0,dataset/images/trashbin_6406.jpg,1.0
6,dataset/images/trashbin_11172.jpg,0.0,dataset/images/trashbin_68.jpg,0.0,dataset/images/trashbin_5698.jpg,2.0
7,dataset/images/trashbin_5271.jpg,1.0,dataset/images/trashbin_12792.jpg,1.0,dataset/images/trashbin_1580.jpg,0.0
8,dataset/images/trashbin_5126.jpg,0.0,dataset/images/trashbin_1487.jpg,0.0,dataset/images/trashbin_10217.jpg,1.0
9,dataset/images/trashbin_2382.jpg,2.0,dataset/images/trashbin_3475.jpg,2.0,dataset/images/trashbin_7585.jpg,0.0
10,dataset/images/trashbin_963.jpg,2.0,dataset/images/trashbin_8059.jpg,2.0,dataset/images/trashbin_67.jpg,0.0
11,dataset/images/trashbin_9144.jpg,1.0,dataset/images/trashbin_1794.jpg,1.0,dataset/images/trashbin_7260.jpg,0.0
12,dataset/images/trashbin_10638.jpg,2.0,dataset/images/trashbin_2197.jpg,2.0,dataset/images/trashbin_467.jpg,1.0
13,dataset/images/trashbin_3234.jpg,2.0,dataset/images/trashbin_6839.jpg,2.0,dataset/images/trashbin_10329.jpg,1.0
14,dataset/images/trashbin_12345.jpg,0.0,dataset/images/trashbin_8481.jpg,0.0,dataset/images/trashbin_10274.jpg,1.0
15,dataset/images/trashbin_920.jpg,2.0,dataset/images/trashbin_4452.jpg,2.0,dataset/images/trashbin_11210.jpg,1.0
16,dataset/images/trashbin_12107.jpg,0.0,dataset/images/trashbin_11168.jpg,0.0,dataset/images/trashbin_8214.jpg,2.0
17,dataset/images/trashbin_7330.jpg,0.0,dataset/images/trashbin_7378.jpg,0.0,dataset/images/trashbin_7925.jpg,1.0
18,dataset/images/trashbin_12736.jpg,1.0,dataset/images/trashbin_5542.jpg,1.0,dataset/images/trashbin_8489.jpg,0.0
19,dataset/images/trashbin_2644.jpg,0.0,dataset/images/trashbin_3858.jpg,0.0,dataset/images/trashbin_12454.jpg,1.0
20,dataset/images/trashbin_2042.jpg,2.0,dataset/images/trashbin_6826.jpg,2.0,dataset/images/trashbin_595.jpg,1.0
21,dataset/images/trashbin_9398.jpg,2.0,dataset/images/trashbin_8098.jpg,2.0,dataset/images/trashbin_10129.jpg,1.0
22,dataset/images/trashbin_5986.jpg,2.0,dataset/images/trashbin_10745.jpg,2.0,dataset/images/trashbin_11069.jpg,0.0
23,dataset/images/trashbin_9664.jpg,0.0,dataset/images/trashbin_6203.jpg,0.0,dataset/images/trashbin_6690.jpg,1.0
24,dataset/images/trashbin_4959.jpg,0.0,dataset/images/trashbin_125.jpg,0.0,dataset/images/trashbin_10379.jpg,1.0
25,dataset/images/trashbin_11940.jpg,2.0,dataset/images/trashbin_2233.jpg,2.0,dataset/images/trashbin_8608.jpg,0.0
26,dataset/images/trashbin_5938.jpg,2.0,dataset/images/trashbin_3233.jpg,2.0,dataset/images/trashbin_5096.jpg,0.0
27,dataset/images/trashbin_1439.jpg,0.0,dataset/images/trashbin_2594.jpg,0.0,dataset/images/trashbin_8866.jpg,1.0
28,dataset/images/trashbin_8297.jpg,2.0,dataset/images/trashbin_13186.jpg,2.0,dataset/images/trashbin_6414.jpg,1.0
29,dataset/images/trashbin_9572.jpg,2.0,dataset/images/trashbin_4518.jpg,2.0,dataset/images/trashbin_6685.jpg,1.0
30,dataset/images/trashbin_12775.jpg,1.0,dataset/images/trashbin_4160.jpg,1.0,dataset/images/trashbin_10448.jpg,2.0
31,dataset/images/trashbin_11791.jpg,2.0,dataset/images/trashbin_6914.jpg,2.0,dataset/images/trashbin_5234.jpg,1.0
32,dataset/images/trashbin_11177.jpg,0.0,dataset/images/trashbin_5033.jpg,0.0,dataset/images/trashbin_7940.jpg,1.0
33,dataset/images/trashbin_850.jpg,2.0,dataset/images/trashbin_10762.jpg,2.0,dataset/images/trashbin_6615.jpg,1.0
34,dataset/images/trashbin_12539.jpg,1.0,dataset/images/trashbin_1932.jpg,1.0,dataset/images/trashbin_3723.jpg,0.0
35,dataset/images/trashbin_6966.jpg,2.0,dataset/images/trashbin_5602.jpg,2.0,dataset/images/trashbin_12293.jpg,0.0
36,dataset/images/trashbin_5413.jpg,1.0,dataset/images/trashbin_10142.jpg,1.0,dataset/images/trashbin_6018.jpg,0.0
37,dataset/images/trashbin_12197.jpg,0.0,dataset/images/trashbin_385.jpg,0.0,dataset/images/trashbin_1983.jpg,1.0
38,dataset/images/trashbin_9330.jpg,2.0,dataset/images/trashbin_8028.jpg,2.0,dataset/images/trashbin_11431.jpg,1.0
39,dataset/images/trashbin_5216.jpg,1.0,dataset/images/trashbin_728.jpg,1.0,dataset/images/trashbin_1082.jpg,2.0
40,dataset/images/trashbin_6015.jpg,0.0,dataset/images/trashbin_310.jpg,0.0,dataset/images/trashbin_2171.jpg,2.0
41,dataset/images/trashbin_12334.jpg,0.0,dataset/images/trashbin_11039.jpg,0.0,dataset/images/trashbin_4537.jpg,2.0
42,dataset/images/trashbin_1025.jpg,2.0,dataset/images/trashbin_6829.jpg,2.0,dataset/images/trashbin_11570.jpg,1.0
43,dataset/images/trashbin_3564.jpg,2.0,dataset/images/trashbin_11923.jpg,2.0,dataset/images/trashbin_2534.jpg,0.0
44,dataset/images/trashbin_8582.jpg,0.0,dataset/images/trashbin_12355.jpg,0.0,dataset/images/trashbin_8253.jpg,2.0
45,dataset/images/trashbin_12509.jpg,1.0,dataset/images/trashbin_9013.jpg,1.0,dataset/images/trashbin_3769.jpg,0.0
46,dataset/images/trashbin_5694.jpg,2.0,dataset/images/trashbin_957.jpg,2.0,dataset/images/trashbin_5086.jpg,0.0
47,dataset/images/trashbin_8045.jpg,2.0,dataset/images/trashbin_11964.jpg,2.0,dataset/images/trashbin_10807.jpg,0.0
48,dataset/images/trashbin_10173.jpg,1.0,dataset/images/trashbin_1982.jpg,1.0,dataset/images/trashbin_1247.jpg,0.0
49,dataset/images/trashbin_5398.jpg,1.0,dataset/images/trashbin_5536.jpg,1.0,dataset/images/trashbin_8003.jpg,2.0
50,dataset/images/trashbin_485.jpg,1.0,dataset/images/trashbin_5242.jpg,1.0,dataset/images/trashbin_5616.jpg,2.0
51,dataset/images/trashbin_9220.jpg,2.0,dataset/images/trashbin_9328.jpg,2.0,dataset/images/trashbin_12179.jpg,0.0
52,dataset/images/trashbin_6628.jpg,1.0,dataset/images/trashbin_7952.jpg,1.0,dataset/images/trashbin_5146.jpg,0.0
53,dataset/images/trashbin_8995.jpg,1.0,dataset/images/trashbin_8953.jpg,1.0,dataset/images/trashbin_12275.jpg,0.0
54,dataset/images/trashbin_7454.jpg,0.0,dataset/images/trashbin_3603.jpg,0.0,dataset/images/trashbin_10506.jpg,2.0
55,dataset/images/trashbin_10206.jpg,1.0,dataset/images/trashbin_5320.jpg,1.0,dataset/images/trashbin_10545.jpg,2.0
56,dataset/images/trashbin_9618.jpg,0.0,dataset/images/trashbin_9617.jpg,0.0,dataset/images/trashbin_3467.jpg,2.0
57,dataset/images/trashbin_6440.jpg,1.0,dataset/images/trashbin_8967.jpg,1.0,dataset/images/trashbin_2276.jpg,2.0
58,dataset/images/trashbin_12007.jpg,0.0,dataset/images/trashbin_6282.jpg,0.0,dataset/images/trashbin_1612.jpg,1.0
59,dataset/images/trashbin_7505.jpg,0.0,dataset/images/trashbin_4909.jpg,0.0,dataset/images/trashbin_11652.jpg,2.0
60,dataset/images/trashbin_11224.jpg,1.0,dataset/images/trashbin_10350.jpg,1.0,dataset/images/trashbin_7520.jpg,0.0
61,dataset/images/trashbin_1437.jpg,0.0,dataset/images/trashbin_8749.jpg,0.0,dataset/images/trashbin_2807.jpg,1.0
62,dataset/images/trashbin_10992.jpg,0.0,dataset/images/trashbin_8481.jpg,0.0,dataset/images/trashbin_4570.jpg,2.0
63,dataset/images/trashbin_5918.jpg,2.0,dataset/images/trashbin_7053.jpg,2.0,dataset/images/trashbin_3024.jpg,1.0
64,dataset/images/trashbin_7431.jpg,0.0,dataset/images/trashbin_3977.jpg,0.0,dataset/images/trashbin_12471.jpg,1.0
65,dataset/images/trashbin_109.jpg,0.0,dataset/images/trashbin_7546.jpg,0.0,dataset/images/trashbin_12653.jpg,1.0
66,dataset/images/trashbin_10855.jpg,0.0,dataset/images/trashbin_6033.jpg,0.0,dataset/images/trashbin_6818.jpg,2.0
